cast,director,runtime,genres,production_companies,release_year,release_month,budget_adj,has_profits
Nicole Kidman|Matt Dillon|Joaquin Phoenix|Casey Affleck|Illeana Douglas,Gus Van Sant,106,Fantasy|Drama|Comedy|Thriller,The Rank Organisation|Columbia Pictures Corporation,1995,5,28619337.3421,True
Steven Seagal|Eric Bogosian|Everett McGill|Katherine Heigl|Morris Chestnut,Geoff Murphy,100,Action|Thriller,Regency Enterprises|Warner Bros.|Seagal/Nasso Productions|Victor Company of Japan (JVC)|Cutting Edge Films,1995,7,85858012.0264,True
Geena Davis|Matthew Modine|Frank Langella|Maury Chaykin|Patrick Malahide,Renny Harlin,119,Action|Adventure,Le Studio Canal+|Laurence Mark Productions|Metro-Goldwyn-Mayer (MGM)|Carolco Pictures,1995,12,140234752.976,False
Christopher Lambert|Robin Shou|Linden Ashby|Cary-Hiroyuki Tagawa|Bridgette Wilson,Paul W.S. Anderson,101,Action|Fantasy,New Line Cinema|Threshold Entertainment,1995,8,25757403.6079,True
Kate Winslet|Emma Thompson|Hugh Grant|Tom Wilkinson|Alan Rickman,Ang Lee,136,Drama|Romance,Columbia Pictures Corporation|Mirage Enterprises,1995,12,23610953.3073,True
Adam Sandler|Darren McGavin|Bridgette Wilson|Bradley Whitford|Josh Mostel,Tamra Davis,89,Comedy,Jack Giarraputo Productions,1995,2,14309668.6711,True
Jason David Frank|Karan Ashley|Johnny Yong Bosch|Steve Cardenas|Amy Jo Johnson,Bryan Spicer,92,Action|Adventure|Science Fiction|Family|Fantasy,20th Century Fox,1995,6,21464503.0066,True
John Travolta|Gene Hackman|Rene Russo|Danny DeVito|Dennis Farina,Barry Sonnenfeld,105,Comedy|Thriller|Crime,Jersey Films|Metro-Goldwyn-Mayer (MGM),1995,10,43286747.73,True
Sylvester Stallone|Antonio Banderas|Julianne Moore|Anatoli Davydov|Muse Watson,Richard Donner,132,Action|Adventure|Crime|Thriller,Silver Pictures|Canal+|Warner Bros.|Dino De Laurentiis Company|Donner/Shuler-Donner Productions,1995,10,71548343.3553,False
Sharon Stone|Gene Hackman|Russell Crowe|Leonardo DiCaprio|Tobin Bell,Sam Raimi,107,Action|Adventure|Drama|Thriller|Western,TriStar Pictures,1995,2,45790939.7474,False
Lori Petty|Ice-T|Naomi Watts|Malcolm McDowell|Iggy Pop,Rachel Talalay,98,Action|Fantasy|Comedy|Science Fiction,Metro-Goldwyn-Mayer (MGM),1995,3,35774171.6777,False
Ice Cube|Chris Tucker|Nia Long|Tommy 'Tiny' Lister|John Witherspoon,F. Gary Gray,91,Comedy|Drama,New Line Cinema,1995,4,5008384.03487,True
Susan Sarandon|Sean Penn|Robert Prosky|Raymond J. Barry|R. Lee Ermey,Tim Robbins,122,Drama,Havoc|PolyGram Filmed Entertainment|Working Title Films,1995,12,15740635.5382,True
Denzel Washington|Gene Hackman|Matt Craven|George Dzundza|Viggo Mortensen,Tony Scott,116,Action|Thriller|Drama,Hollywood Pictures|Don Simpson/Jerry Bruckheimer Films,1995,5,75841243.9567,True
Elizabeth Berkley|Gina Gershon|Gina Ravera|Kyle MacLachlan|Glenn Plummer,Paul Verhoeven,128,Drama,United Artists|Le Studio Canal+|Carolco Pictures,1995,9,64393509.0198,False
Woody Allen|Mira Sorvino|Helena Bonham Carter|F. Murray Abraham|Donald Symington,Woody Allen,95,Comedy|Romance,Miramax Films|Magnolia Pictures,1995,9,21464503.0066,False
Keanu Reeves|Aitana SÃ¡nchez-GijÃ³n|Anthony Quinn|AngÃ©lica AragÃ³n|Evangelina Elizondo,Alfonso ArÃ¡u,103,Drama|Romance,20th Century Fox|Zucker Brothers Productions,1995,8,28619337.3421,True
Denzel Washington|Russell Crowe|Kelly Lynch|William Forsythe|Stephen Spinella,Brett Leonard,106,Action|Crime|Science Fiction|Thriller,Paramount Pictures,1995,8,42929006.0132,False
Christopher Walken|Elias Koteas|Virginia Madsen|Eric Stoltz|Adam Goldberg,Gregory Widen,98,Fantasy|Horror|Thriller,Dimension Films,1995,9,11.4477349369,True
Wesley Snipes|Woody Harrelson|Jennifer Lopez|Robert Blake|Chris Cooper,Joseph Ruben,103,Action|Comedy|Crime,Columbia Pictures,1995,11,85858012.0264,False
Liam Neeson|Jessica Lange|John Hurt|Tim Roth|Eric Stoltz,Michael Caton-Jones,139,Adventure,United Artists,1995,4,40067072.279,True
Jonny Lee Miller|Angelina Jolie|Jesse Bradford|Matthew Lillard|Renoly Santiago,Iain Softley,107,Action|Crime|Thriller|Drama,Metro-Goldwyn-Mayer (MGM),1995,9,28619337.3421,False
Anthony Hopkins|Joan Allen|Powers Boothe|Ed Harris|Bob Hoskins,Oliver Stone,192,History|Drama,Hollywood Pictures|Cinergi Pictures Entertainment,1995,12,62962542.1527,False
Sean Connery|Richard Gere|Julia Ormond|Ben Cross|Liam Cunningham,Jerry Zucker,134,Action|Adventure|Drama|Romance,Columbia Pictures Corporation|First Knight Productions,1995,7,78703177.6909,True
Whoopi Goldberg|Mary-Louise Parker|Drew Barrymore|Matthew McConaughey|James Remar,Herbert Ross,115,Comedy|Drama,Warner Bros. Pictures|Regency Enterprises,1995,2,30050304.2092,True
Donald Pleasence|Paul Rudd|Marianne Hagan|Mitchell Ryan|Kim Darby,Joe Chappelle,88,Horror|Thriller,Miramax Films,1995,9,7154834.33553,True
William Baldwin|Cindy Crawford|Steven Berkoff|Christopher McDonald|Miguel Sandoval,Andrew Sipes,91,Action|Thriller|Romance,Silver Pictures|Warner Bros.,1995,11,71548343.3553,False
Jason Lee|Jeremy London|Shannen Doherty|Claire Forlani|Ben Affleck,Kevin Smith,94,Romance|Comedy,Gramercy Pictures|Alphaville Films|View Askew Productions,1995,10,8585801.20264,False
Michael Douglas|Annette Bening|Michael J. Fox|Martin Sheen|Anna Deavere Smith,Rob Reiner,106,Comedy|Drama|Romance,Columbia Pictures|Castle Rock Entertainment,1995,11,88719945.7606,True
John Candy|Alan Alda|Rhea Perlman|Kevin Pollak|Rip Torn,Michael Moore,91,Action|Comedy,PolyGram Filmed Entertainment,1995,6,15740635.5382,False
Ralph Fiennes|Angela Bassett|Tom Sizemore|Juliette Lewis|Vincent D'Onofrio,Kathryn Bigelow,145,Crime|Drama|Science Fiction|Thriller,Lightstorm Entertainment,1995,10,60100608.4185,False
Steve Buscemi|Catherine Keener|Dermot Mulroney|James Le Gros|Peter Dinklage,Tom DiCillo,89,Drama|Comedy,JDI productions|Lemon Sky Productions,1995,1,715483.433553,True
Johnny Depp|Courtney Chase|Charles S. Dutton|Christopher Walken|Roma Maffia,John Badham,90,Crime|Drama|Thriller,Paramount Pictures,1995,11,11690087.7784,True
Harvey Keitel|William Hurt|Giancarlo Esposito|JosÃ© ZÃºÃ±iga|Stephen Gevedon,Wayne Wang|Paul Auster,112,Comedy|Drama,Miramax Films,1995,6,10016768.0697,True
Peter Weller|Roy Dupuis|Jennifer Rubin|Andrew Lauer|Liliana Komorowska,Christian Duguay,108,Horror|Science Fiction,The Movie Network (TMN)|Allegro Films|Fuji Eight Company Ltd.|Fries Film Group|Super Ecran,1995,9,28619337.3421,False
Leo Fitzpatrick|Rosario Dawson|ChloÃ« Sevigny|Justin Pierce|Sajan Bhagat,Larry Clark,91,Drama|Crime,Miramax Films,1995,7,2146450.30066,True
Jessica Lange|Halle Berry|David Strathairn|Samuel L. Jackson|Cuba Gooding Jr.,Stephen Gyllenhaal,106,Drama,Paramount Pictures,1995,3,24326436.7408,False
David Caruso|Linda Fiorentino|Chazz Palminteri|Michael Biehn|Richard Crenna,William Friedkin,95,Action|Thriller|Mystery|Romance,Paramount Pictures,1995,10,71548343.3553,False
Eddie Murphy|Angela Bassett|Allen Payne|Kadeem Hardison|John Witherspoon,Wes Craven,100,Comedy|Horror|Romance,Paramount Pictures,1995,10,20033536.1395,True
Jean-Claude Van Damme|Powers Boothe|Dorian Harewood|Raymond J. Barry|Ross Malinger,Peter Hyams,106,Action|Adventure|Thriller,Universal Pictures|Imperial Entertainment|Signature Entertainment,1995,12,50083840.3487,True
Andy GarcÃ­a|Christopher Lloyd|William Forsythe|Bill Nunn|Treat Williams,Gary Fleder,116,Drama|Crime,Miramax Films,1995,12,11447734.9369,False
Laura Linney|Dylan Walsh|Ernie Hudson|Tim Curry|Grant Heslov,Frank Marshall,109,Action|Adventure|Drama|Mystery|Science Fiction,"Paramount Pictures|Kennedy/Marshall Company, The",1995,6,71548343.3553,True
Demi Moore|Gary Oldman|Robert Duvall|Robert Prosky|Edward Hardwicke,Roland JoffÃ©,135,Drama|History|Romance,Hollywood Pictures|Cinergi Pictures Entertainment,1995,10,71548343.3553,False
Denzel Washington|Tom Sizemore|Jennifer Beals|Don Cheadle|Maury Chaykin,Carl Franklin,102,Drama|Mystery|Thriller,TriStar Pictures|Mundy Lane Entertainment,1995,9,38636105.4119,False
Christina Ricci|Rosie O'Donnell|Thora Birch|Melanie Griffith|Gaby Hoffmann,Lesli Linka Glatter,100,Comedy|Drama|Family,New Line Cinema,1995,10,17171602.4053,True
Whitney Houston|Angela Bassett|Loretta Devine|Lela Rochon|Gregory Hines,Forest Whitaker,127,Comedy|Drama|Romance,Twentieth Century Fox Film Corporation,1995,12,22895469.8737,True
Juliette Binoche|Olivier Martinez|Pierre Arditi|FranÃ§ois Cluzet|GÃ©rard Depardieu,Jean-Paul Rappeneau,135,War|Adventure|Drama|Romance,France 2 CinÃ©ma|Hachette PremiÃ¨re|Canal+,1995,9,50083840.3487,False
Winona Ryder|Anne Bancroft|Ellen Burstyn|Kate Nelligan|Jean Simmons,Jocelyn Moorhouse,116,Drama|Romance,Universal Pictures|Amblin Entertainment,1995,10,14309668.6711,True
Rebecca De Mornay|Antonio Banderas|Dennis Miller|Len Cariou|Martha Burns,Peter Hall,86,Thriller|Romance,TriStar Pictures,1995,10,9158187.94948,False
Harvey Keitel|John Turturro|Delroy Lindo|Mekhi Phifer|Isaiah Washington,Spike Lee,128,Mystery|Crime|Drama,Universal Pictures,1995,9,35774171.6777,False
Clarence Williams III|Corbin Bernsen|David Alan Grier|Wings Hauser|Duane Whitaker,Rusty Cundieff,98,Horror|Thriller,Savoy Pictures,1995,5,8.58580120264,True
Harvey Keitel|Tim Roth|Michael Madsen|Chris Penn|Steve Buscemi,Quentin Tarantino,99,Crime|Thriller,Live Entertainment|Lionsgate|Dog Eat Dog Productions Inc.,1992,6,1864829.10551,True
Scott Weinger|Robin Williams|Linda Larkin|Jonathan Freeman|Frank Welker,Ron Clements|John Musker,90,Animation|Family|Comedy|Adventure|Fantasy,Walt Disney Pictures,1992,11,43512679.1285,True
Macaulay Culkin|Joe Pesci|Catherine O'Hara|Daniel Stern|John Heard,Chris Columbus,120,Comedy|Family|Adventure|Crime,Twentieth Century Fox Film Corporation|Hughes Entertainment,1992,11,27972436.5826,True
Michael Keaton|Danny DeVito|Michelle Pfeiffer|Christopher Walken|Michael Gough,Tim Burton,126,Action|Crime|Fantasy|Science Fiction|Thriller,PolyGram Filmed Entertainment|Warner Bros.,1992,6,124321940.367,True
Sigourney Weaver|Charles S. Dutton|Charles Dance|Pete Postlethwaite|Ralph Brown,David Fincher,114,Science Fiction|Action|Horror,Twentieth Century Fox Film Corporation|Brandywine Productions,1992,5,77701212.7294,True
Mel Gibson|Danny Glover|Joe Pesci|Rene Russo|Stuart Wilson,Richard Donner,118,Adventure|Action|Comedy|Thriller|Crime,Silver Pictures|Warner Bros.,1992,5,54390848.9106,True
Gary Oldman|Winona Ryder|Anthony Hopkins|Keanu Reeves|Richard E. Grant,Francis Ford Coppola,128,Romance|Horror,American Zoetrope|Columbia Pictures Corporation|Osiris Films,1992,11,62160970.1836,True
Steven Seagal|Tommy Lee Jones|Gary Busey|Erika Eleniak|Patrick O'Neal,Andrew Davis,103,Action|Thriller,Regency Enterprises|Alcor Films|Canal+|Warner Bros.,1992,10,54390848.9106,True
Tom Cruise|Jack Nicholson|Demi Moore|Kevin Bacon|Kiefer Sutherland,Rob Reiner,138,Drama|Thriller,Castle Rock Entertainment|Columbia Pictures Corporation,1992,12,62160970.1836,True
Mike Myers|Dana Carvey|Rob Lowe|Tia Carrere|Lara Flynn Boyle,Penelope Spheeris,94,Comedy,Paramount Pictures,1992,2,31080485.0918,True
Michael Douglas|Sharon Stone|George Dzundza|Jeanne Tripplehorn|Denis Arndt,Paul Verhoeven,127,Thriller|Mystery,TriStar Pictures|Canal+|Carolco Pictures,1992,3,76147188.4749,True
Al Pacino|Jack Lemmon|Alec Baldwin|Alan Arkin|Ed Harris,James Foley,100,Crime|Drama|Mystery,New Line Cinema|GGR|Zupnik Cinema Group II,1992,9,19425303.1824,False
Rick Moranis|Marcia Strassman|Robert Oliveri|Daniel Shalikar|Joshua Shalikar,Randal Kleiser,89,Adventure|Comedy|Family|Science Fiction,Walt Disney Pictures|Touchwood Pacific Partners 1,1992,7,62160970.1836,True
Harvey Keitel|Victor Argo|Frankie Thorn|Robin Burrows|Paul Calderon,Abel Ferrara,96,Crime|Drama,Bad Lt. Productions,1992,9,1554024.25459,True
Clint Eastwood|Gene Hackman|Morgan Freeman|Richard Harris|Jaimz Woolvett,Clint Eastwood,131,Western,Warner Bros.,1992,8,21756339.5642,True
Whoopi Goldberg|Maggie Smith|Kathy Najimy|Wendy Makkena|Mary Wickes,Emile Ardolino,100,Music|Comedy,Touchstone Pictures,1992,5,48174751.8923,True
GÃ©rard Depardieu|Armand Assante|Sigourney Weaver|Loren Dean|Ãngela Molina,Ridley Scott,154,Action|Adventure|Drama|History,Paramount Pictures|Gaumont|France 3 CinÃ©ma|ABC Pictures|LÃ©gende Entreprises,1992,10,73039139.9657,False
Edward Furlong|Anthony Edwards|Clancy Brown|Jared Rushton|Sarah Trigger,Mary Lambert,100,Horror,Paramount Pictures|Columbus Circle Films,1992,8,12432194.0367,True
Al Pacino|Chris O'Donnell|James Rebhorn|Gabrielle Anwar|Philip Seymour Hoffman,Martin Brest,157,Drama,Universal Pictures|City Light Films,1992,12,48174751.8923,True
Wesley Snipes|Bruce Payne|Tom Sizemore|Alex Datcher|Bruce Greenwood,Kevin Hooks,84,Action|Adventure|Thriller,Warner Bros.,1992,11,23310363.8188,True
Tim Balme|Diana PeÃ±alver|Elizabeth Moody|Ian Watkin|Brenda Kendall,Peter Jackson,104,Horror|Comedy,WingNut Films|New Zealand Film Commission|Avalon/NFU Studios,1992,8,4662072.76377,False
"Christopher Lambert|Kurtwood Smith|Loryn Locklin|Clifton Collins, Jr.|Jeffrey Combs",Stuart Gordon,95,Action|Thriller|Science Fiction,Village Roadshow Pictures|Davis Entertainment|Fortress Films,1992,9,12432194.0367,False
Whitney Houston|Kevin Costner|Michele Lamar Richards|Ralph Waite|Gary Kemp,Mick Jackson,129,Thriller|Action|Drama|Music|Romance,Tig Productions|Warner Bros.|Kasdan Pictures,1992,11,38850606.3647,True
Harrison Ford|Anne Archer|Patrick Bergin|Thora Birch|James Fox,Phillip Noyce,117,Drama|Action|Thriller|Crime,Paramount Pictures|Mace Neufeld Productions,1992,6,69931091.4565,True
Emilio Estevez|Joss Ackland|Lane Smith|Heidi Kling|Josef Sommer,Stephen Herek,101,Comedy|Family,Walt Disney,1992,10,15540242.5459,True
Sheryl Lee|Ray Wise|MÃ¤dchen Amick|Dana Ashbrook|Phoebe Augustine,David Lynch,125,Drama|Mystery,New Line Cinema,1992,5,15540242.5459,False
Tim Robbins|Greta Scacchi|Fred Ward|Whoopi Goldberg|Peter Gallagher,Robert Altman,124,Comedy|Drama,Fine Line Features|Avenue Pictures Productions|Spelling Entertainment|Addis Wechsler Pictures,1992,4,12432194.0367,True
Kevin Bernhardt|Terry Farrell|Ken Carpenter|Doug Bradley|Paula Marshall,Anthony Hickox,93,Horror|Thriller|War,Fifth Avenue Entertainment|Trans Atlantic Entertainment,1992,9,7770121.27294,True
"Denzel Washington|Angela Bassett|Albert Hall|Al Freeman, Jr.|Delroy Lindo",Spike Lee,202,Drama|History,JVC Entertainment|Warner Bros.,1992,11,52836824.656,True
Daniel Day-Lewis|Madeleine Stowe|Russell Means|Eric Schweig|Jodhi May,Michael Mann,112,Action|Adventure|Drama|History|Romance,Morgan Creek Productions,1992,9,62160970.1836,True
Carlos Gallardo|Jaime de Hoyos|Peter Marquardt|Reinol Martinez|Ramiro Gomez,Robert Rodriguez,81,Action|Crime|Thriller,Columbia Pictures,1992,9,341885.33601,True
Annabella Sciorra|Rebecca De Mornay|Matt McCoy|Ernie Hudson|Madeline Zima,Curtis Hanson,110,Drama|Thriller,Hollywood Pictures|Interscope Communications|Nomura Babcock & Brown,1992,1,18182083.7787,True
Hugh Grant|Kristin Scott Thomas|Emmanuelle Seigner|Peter Coyote|Victor Banerjee,Roman Polanski,139,Thriller|Drama|Romance,R.P. Productions|Columbia Pictures Corporation|Les Films Alain Sarde|Canal+|Timothy Burrill Productions,1992,9,7770121.27294,False
Patrick Swayze|Om Puri|Pauline Collins|Shabana Azmi|Ayesha Dharker,Roland JoffÃ©,132,Drama,TriStar Pictures|Allied Filmmakers|Pricel|Lightmotive,1992,4,41958654.8739,False
Tom Hanks|Geena Davis|Madonna|Lori Petty|Jon Lovitz,Penny Marshall,128,Comedy|Drama|Family,Columbia Pictures|Parkway Productions,1992,7,62160970.1836,True
Joe Pesci|Ralph Macchio|Marisa Tomei|Mitchell Whitfield|Fred Gwynne,Jonathan Lynn,120,Comedy|Drama,20th Century Fox,1992,3,17094266.8005,True
Stephen Rea|Jaye Davidson|Miranda Richardson|Forest Whitaker|Adrian Dunbar,Neil Jordan,112,Romance|Crime|Drama|Thriller,Miramax Films|Channel Four Films|Palace Pictures|Nippon Film Development and Finance Inc.|Eurotrustees,1992,9,5758495.9283,True
Eddie Murphy|Robin Givens|Halle Berry|David Alan Grier|Grace Jones,Reginald Hudlin,117,Drama|Comedy|Romance,Paramount Pictures,1992,6,62160970.1836,True
Jeff Fahey|Pierce Brosnan|Jenny Wright|Mark Bringelson|Geoffrey Lewis,Brett Leonard,108,Horror|Thriller|Science Fiction,New Line Cinema|Allied Vision,1992,3,15540242.5459,True
Virginia Madsen|Tony Todd|Xander Berkeley|Kasi Lemmons|Vanessa Williams,Bernard Rose,99,Drama|Horror|Thriller,Propaganda Films|TriStar Pictures|PolyGram Filmed Entertainment,1992,10,9324145.52753,True
Kurt Russell|Ray Liotta|Madeleine Stowe|Roger E. Mosley|Ken Lerner,Jonathan Kaplan,117,Crime|Thriller,20th Century Fox|Largo Entertainment|JVC Entertainment Networks,1992,6,35742557.8555,True
Kurt Russell|Martin Short|Mary Kay Place|Benjamin Salisbury|Meadow Sisto,Thom Eberhardt,100,Action|Adventure|Comedy|Family,Touchwood Pacific Partners 1|Touchstone Pictures,1992,9,37296582.1101,False
Chevy Chase|Daryl Hannah|Sam Neill|Michael McKean|Stephen Tobolowsky,John Carpenter,99,Action|Comedy|Drama|Fantasy|Science Fiction,Regency Enterprises|Alcor Films|Canal+|Warner Bros.|Cornelius Productions,1992,2,62160970.1836,False
Brandon Lee|Powers Boothe|Nick Mancuso|Raymond J. Barry|Kate Hodge,Dwight H. Little,95,Action|Thriller,Twentieth Century Fox Film Corporation,1992,7,15540242.5459,True
Tom Cruise|Nicole Kidman|Thomas Gibson|Robert Prosky|Barbara Babcock,Ron Howard,140,Adventure|Drama|Romance|Western,Imagine Entertainment|Universal Pictures,1992,5,93241455.2753,True
Elijah Wood|Lorraine Bracco|Adam Baldwin|John Heard|Joseph Mazzello,Richard Donner,114,Drama,Columbia Pictures|Stonebridge Entertainment|Donner/Shuler-Donner Productions,1992,2,54390848.9106,False
Omar Epps|Tupac Shakur|Khalil Kain|Jermaine 'Huggy' Hopkins|Samuel L. Jackson,Ernest R. Dickerson,96,Action|Crime|Drama|Thriller,Paramount Pictures,1992,1,7770121.27294,True
Jackie Chan|Maggie Cheung|Nina Li Chi|Teddy Robin Kwan|James Wong Jim,Ringo Lam|Tsui Hark,89,Action|Comedy|Foreign,Golden Way Films Ltd.|Hong Kong Film Directors Guild|Dimension Films (US version),1992,1,15540242.5459,False
Bridget Fonda|Jennifer Jason Leigh|Steven Weber|Peter Friedman|Stephen Tobolowsky,Barbet Schroeder,107,Thriller,Columbia Pictures,1992,8,24864388.0734,True
Andy GarcÃ­a|Lance Henriksen|Uma Thurman|Graham Beckel|Kathy Baker,Bruce Robinson,124,Crime|Drama|Mystery,Paramount Pictures,1992,11,31080485.0918,False
"James Woods|Louis Gossett, Jr.|Bruce Dern|Oliver Platt|Heather Graham",Michael Ritchie,98,Action|Comedy|Drama,Metro-Goldwyn-Mayer (MGM)|Eclectic Films,1992,8,26418412.328,False
John Lithgow|Lolita Davidovich|Steven Bauer|Frances Sternhagen|Gregg Henry,Brian De Palma,91,Drama|Horror|Thriller|Crime,Universal Pictures|Pacific Western,1992,8,18648291.0551,True
Paul Mercurio|Tara Morice|Bill Hunter|Barry Otto|Pat Thomson,Baz Luhrmann,94,Comedy|Drama|Romance,Beyond Films|Australian Film Finance Corporation (AFFC)|M & A,1992,8,4662072.76377,True
Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies,Steven Spielberg,115,Adventure|Action,Lucasfilm|Paramount Pictures,1981,6,43167434.4874,True
Sylvia Kristel|Howard Hesseman|Eric Brown|Meridith Baer|Pamela Jean Bryant,Alan Myerson,87,Romance|Comedy,Jensen Farley Pictures|Barry & Enright Productions,1981,8,6714934.2536,True
Roger Moore|Carole Bouquet|Chaim Topol|Lynn-Holly Johnson|Julian Glover,John Glen,127,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),1981,6,67149342.536,True
Mickey Rooney|Kurt Russell|Pearl Bailey|Jack Albertson|Sandy Duncan,Ted Berman|Art Stevens|Richard Rich,82,Adventure|Animation|Drama|Family,Walt Disney Productions,1981,7,28778289.6583,True
Mel Gibson|Bruce Spence|Michael Preston|Max Phipps|Vernon Wells,George Miller,95,Adventure|Action|Thriller|Science Fiction,Kennedy Miller Productions,1981,12,4796381.60971,True
Mel Brooks|Dom DeLuise|Madeline Kahn|Harvey Korman|Cloris Leachman,Mel Brooks,92,Comedy,Twentieth Century Fox Film Corporation|Brooksfilms,1981,6,26380098.8534,True
David Naughton|Jenny Agutter|Griffin Dunne|John Woodvine|Lila Kaye,John Landis,97,Horror|Comedy,Universal Pictures|Guber/Peters Company|American Werewolf Inc.|Lyncanthrope Films,1981,8,23981908.0486,True
